#HEADER
#TITLES
,,Axial Displacement,Axial Load
#UNITS
,,mm,N
#DATATYPES
Huge,Double,Float,Float
#DATA
6799,33.19336,0.9279,1700
6800,33.19825,0.9508,1675
6801,33.20313,0.7639,598.4
6802,33.20801,0.3609,-768.7
6803,33.21289,-0.1099,-1499
6804,33.21778,-0.4159,-1827
6805,33.22266,-0.4543,-1778
6806,33.22754,-0.2611,-1348
6807,33.23243,0.07419,-830.5
6808,33.23731,0.392,-92.36
6809,33.24219,0.5789,503
6810,33.24707,0.6513,693.1
6811,33.25196,0.6879,816.7
6812,33.25684,0.7603,1114
6813,33.26172,0.8977,1699
6814,33.26660,1.044,2308
6815,33.27149,1.102,2456
6816,33.27637,1.025,1840
6817,33.28125,0.8207,770.9
6818,33.28614,0.5697,-137.4
6819,33.29102,0.4012,-598.4
6820,33.29590,0.3472,-675.5
6821,33.30078,0.3581,-589.3
6822,33.30567,0.3627,-573.2
6823,33.31055,0.2959,-823.6
6824,33.31543,0.131,-1130
6825,33.32032,-0.05404,-1359
6826,33.32520,-0.1411,-1432
6827,33.33008,-0.07328,-1230
6828,33.33496,0.1511,-792.3
6829,33.33985,0.4534,77.09
6830,33.34473,0.7209,1034
6831,33.34961,0.8665,1524
6832,33.35450,0.8885,1511
6833,33.35938,0.8345,1137
6834,33.36426,0.741,667.1
6835,33.36914,0.6439,271.7
6836,33.37403,0.5661,-3.053
6837,33.37891,0.5093,-184
6838,33.38379,0.469,-297.7
6839,33.38868,0.4589,-292.3
6840,33.39356,0.502,-51.91
6841,33.39844,0.6311,536.6
6842,33.40332,0.8464,1478
6843,33.40821,1.104,2658
6844,33.41309,1.353,3820
6845,33.41797,1.519,4591
6846,33.42285,1.562,4662
6847,33.42774,1.488,3835
6848,33.43262,1.284,2368
6849,33.43750,0.9874,964.8
6850,33.44239,0.6632,-140.4
6851,33.44727,0.3746,-870.2
6852,33.45215,0.1722,-1153
6853,33.45703,0.07236,-1236
6854,33.46192,0.05679,-1211
6855,33.46680,0.1017,-1085
6856,33.47168,0.1988,-877
6857,33.47657,0.3325,-505.3
6858,33.48145,0.4818,-3.053
6859,33.48633,0.6384,548.8
6860,33.49121,0.7731,1029
6861,33.49610,0.8464,1276
6862,33.50098,0.8464,1171
6863,33.50586,0.7566,651.1
6864,33.51075,0.5743,-122.9
6865,33.51563,0.3453,-812.9
6866,33.52051,0.131,-1183
6867,33.52539,-0.00916,-1337
6868,33.53028,-0.06687,-1385
6869,33.53516,-0.06961,-1344
6870,33.54004,-0.0458,-1280
6871,33.54493,-0.0174,-1212
6872,33.54981,-0.002748,-1189
6873,33.55469,-0.007328,-1203
6874,33.55957,-0.0174,-1225
6875,33.56446,-0.01008,-1198
6876,33.56934,0.04305,-1071
6877,33.57422,0.1603,-850.3
6878,33.57911,0.3224,-434.3
6879,33.58399,0.4965,137.4
6880,33.58887,0.6311,577.1
6881,33.59375,0.6888,732.8
6882,33.59864,0.6742,582.4
6883,33.60352,0.6027,206.9
6884,33.60840,0.4992,-209.1
6885,33.61328,0.4085,-503.8
6886,33.61817,0.3545,-646.5
6887,33.62305,0.3233,-716.8
6888,33.62793,0.2867,-819
6889,33.63282,0.207,-994.6
6890,33.63770,0.07786,-1199
6891,33.64258,-0.06412,-1392
6892,33.64746,-0.1539,-1488
6893,33.65235,-0.1548,-1437
6894,33.65723,-0.07694,-1249
6895,33.66211,0.05771,-999.2
6896,33.66700,0.1859,-784.7
6897,33.67188,0.2528,-655.7
6898,33.67676,0.2592,-671
6899,33.68164,0.2336,-773.2
6900,33.68653,0.1997,-870.2
6901,33.69141,0.1704,-929.7
6902,33.69629,0.1493,-968.6
6903,33.70118,0.109,-1053
6904,33.70606,0.01282,-1231
6905,33.71094,-0.1484,-1493
6906,33.71582,-0.3472,-1766
6907,33.72071,-0.5514,-2011
6908,33.72559,-0.7328,-2214
6909,33.73047,-0.8711,-2359
6910,33.73536,-0.9673,-2446
6911,33.74024,-1.015,-2463
6912,33.74512,-1.007,-2392
6913,33.75000,-0.9297,-2195
6914,33.75489,-0.7804,-1904
6915,33.75977,-0.5926,-1603
6916,33.76465,-0.4159,-1356
6917,33.76953,-0.2922,-1206
6918,33.77442,-0.2235,-1131
6919,33.77930,-0.1786,-1082
6920,33.78418,-0.1365,-1030
6921,33.78907,-0.09893,-987
6922,33.79395,-0.09343,-1011
6923,33.79883,-0.1704,-1196
6924,33.80371,-0.3563,-1542
6925,33.80860,-0.6091,-1937
6926,33.81348,-0.8335,-2242
6927,33.81836,-0.9325,-2337
6928,33.82325,-0.9086,-2223
6929,33.82813,-0.8051,-1985
6930,33.83301,-0.6961,-1796
6931,33.83789,-0.6677,-1777
6932,33.84278,-0.7227,-1922
6933,33.84766,-0.8152,-2105
6934,33.85254,-0.8427,-2120
6935,33.85743,-0.7374,-1853
6936,33.86231,-0.5029,-1440
6937,33.86719,-0.2629,-1114
6938,33.87207,-0.1722,-1050
6939,33.87696,-0.3069,-1372
6940,33.88184,-0.6723,-2017
6941,33.88672,-1.139,-2694
6942,33.89161,-1.497,-3087
6943,33.89649,-1.612,-3093
6944,33.90137,-1.48,-2711
6945,33.90625,-1.146,-2090
6946,33.91114,-0.7209,-1483
6947,33.91602,-0.3563,-1040
6948,33.92090,-0.1612,-842.7
6949,33.92578,-0.1484,-906.8
6950,33.93067,-0.2785,-1189
6951,33.93555,-0.5065,-1579
6952,33.94043,-0.7071,-1856
6953,33.94532,-0.7777,-1915
6954,33.95020,-0.6806,-1658
6955,33.95508,-0.4122,-1179
6956,33.95996,-0.04946,-656.4
6957,33.96485,0.2748,78.62
6958,33.96973,0.4442,583.2
6959,33.97461,0.4562,477.8
6960,33.97950,0.3618,3.053
6961,33.98438,0.2226,-495.4
6962,33.98926,0.1328,-713.7
6963,33.99414,0.109,-741.9
6964,33.99903,0.1053,-746.5
6965,34.00391,0.05129,-892.3
6966,34.00879,-0.1182,-1182
6967,34.01368,-0.3755,-1540
6968,34.01856,-0.6,-1823
6969,34.02344,-0.6751,-1858
6970,34.02832,-0.5752,-1601
6971,34.03321,-0.3334,-1163
6972,34.03809,-0.06045,-778.6
6973,34.04297,0.09251,-543.5
6974,34.04786,0.08977,-630.5
6975,34.05274,-0.03572,-953.4
6976,34.05762,-0.2061,-1226
6977,34.06250,-0.294,-1342
6978,34.06739,-0.2519,-1193
6979,34.07227,-0.07877,-865.6
6980,34.07715,0.174,-272.5
6981,34.08203,0.4268,560.3
6982,34.08692,0.6192,1197
6983,34.09180,0.708,1457
6984,34.09668,0.698,1260
6985,34.10157,0.5679,564.1
6986,34.10645,0.3178,-397.7
6987,34.11133,-9.16E-4,-1105
6988,34.11621,-0.2849,-1451
6989,34.12110,-0.4195,-1601
6990,34.12598,-0.3691,-1399
6991,34.13086,-0.1356,-986.2
6992,34.13575,0.2088,-206.9
6993,34.14063,0.5267,865.6
6994,34.14551,0.7035,1459
6995,34.15039,0.7255,1417
6996,34.15528,0.6531,955.7
6997,34.16016,0.5459,461.8
6998,34.16504,0.4855,261.8
6999,34.16993,0.4983,376.3
7000,34.17481,0.5633,726.7
7001,34.17969,0.6503,1123
7002,34.18457,0.7135,1391
7003,34.18946,0.7383,1461
7004,34.19434,0.7328,1380
7005,34.19922,0.7026,1171
7006,34.20411,0.6366,804.5
7007,34.20899,0.5203,286.2
7008,34.21387,0.36,-300
7009,34.21875,0.1988,-740.4
7010,34.22364,0.1127,-893.1
7011,34.22852,0.1511,-688.5
7012,34.23340,0.327,-12.98
7013,34.23828,0.5954,1041
7014,34.24317,0.8363,1983
7015,34.24805,0.937,2227
7016,34.25293,0.8674,1630
7017,34.25782,0.6439,522.9
7018,34.26270,0.3554,-471.7
7019,34.26758,0.1484,-935.8
7020,34.27246,0.09984,-954.1
7021,34.27735,0.1951,-604.5
7022,34.28223,0.3939,126.7
7023,34.28711,0.5917,850.3
7024,34.29200,0.6806,1117
7025,34.29688,0.6229,712.2
7026,34.30176,0.4113,-232.8
7027,34.30664,0.1008,-1042
7028,34.31153,-0.1924,-1426
7029,34.31641,-0.3536,-1596
7030,34.32129,-0.3545,-1511
7031,34.32618,-0.2125,-1199
7032,34.33106,0.03206,-781.6
7033,34.33594,0.2785,-158
7034,34.34082,0.4415,366.4
7035,34.34571,0.4974,495.4
7036,34.35059,0.4827,366.4
7037,34.35547,0.4378,125.9
7038,34.36036,0.3902,-71.75
7039,34.36524,0.3545,-202.3
7040,34.37012,0.3188,-333.6
7041,34.37500,0.2427,-606.1
7042,34.37989,0.1072,-942.7
7043,34.38477,-0.05038,-1180
7044,34.38965,-0.153,-1301
7045,34.39453,-0.1484,-1231
7046,34.39942,-0.03847,-992.3
7047,34.40430,0.1365,-610.6
7048,34.40918,0.2684,-235.1
7049,34.41407,0.2858,-254.9
7050,34.41895,0.1896,-664.8
7051,34.42383,0.01924,-1058
7052,34.42871,-0.1044,-1222
7053,34.43360,-0.09435,-1143
7054,34.43848,0.05954,-793.1
7055,34.44336,0.3069,-48.85
7056,34.44825,0.5303,732.8
7057,34.45313,0.6302,1015
7058,34.45801,0.599,745.8
7059,34.46289,0.4726,132.1
7060,34.46778,0.3261,-383.2
7061,34.47266,0.2601,-538.9
7062,34.47754,0.3014,-301.5
7063,34.48243,0.4388,293.9
7064,34.48731,0.6238,1032
7065,34.49219,0.7648,1569
7066,34.49707,0.8143,1688
7067,34.50196,0.7777,1381
7068,34.50684,0.6659,764.8
7069,34.51172,0.5056,109.2
7070,34.51661,0.3462,-415.2
7071,34.52149,0.229,-721.3
7072,34.52637,0.1759,-815.2
7073,34.53125,0.1768,-761.8
7074,34.53614,0.2336,-518.3
7075,34.54102,0.3453,-82.44
7076,34.54590,0.4891,467.1
7077,34.55078,0.6357,1025
7078,34.55567,0.7374,1401
7079,34.56055,0.7694,1467
7080,34.56543,0.7346,1194
7081,34.57032,0.6357,663.3
7082,34.57520,0.5047,129.8
7083,34.58008,0.3994,-222.9
7084,34.58496,0.3591,-306.9
7085,34.58985,0.3719,-208.4
7086,34.59473,0.4021,-54.96
7087,34.59961,0.393,-146.6
7088,34.60450,0.262,-674
7089,34.60938,-0.01374,-1214
7090,34.61426,-0.3664,-1679
7091,34.61914,-0.6568,-2018
7092,34.62403,-0.763,-2082
7093,34.62891,-0.6549,-1776
7094,34.63379,-0.3453,-1242
7095,34.63868,0.06503,-594.6
7096,34.64356,0.4159,368.7
7097,34.64844,0.5917,942.7
7098,34.65332,0.5908,765.6
7099,34.65821,0.4562,102.3
7100,34.66309,0.24,-654.2
7101,34.66797,0.0284,-1066
7102,34.67286,-0.1346,-1281
7103,34.67774,-0.2501,-1423
7104,34.68262,-0.3444,-1545
7105,34.68750,-0.4159,-1620
7106,34.69239,-0.4378,-1622
7107,34.69727,-0.3701,-1430
7108,34.70215,-0.1695,-1071
7109,34.70703,0.1356,-478.6
7110,34.71192,0.469,583.9
7111,34.71680,0.7383,1569
7112,34.72168,0.8683,1991
7113,34.72657,0.872,1847
7114,34.73145,0.7896,1300
7115,34.73633,0.6622,696.9
7116,34.74121,0.5459,249.6
7117,34.74610,0.4626,-22.9
7118,34.75098,0.392,-258
7119,34.75586,0.2821,-606.1
7120,34.76075,0.1044,-1008
7121,34.76563,-0.1209,-1318
7122,34.77051,-0.3059,-1541
7123,34.77539,-0.3673,-1569
7124,34.78028,-0.2702,-1310
7125,34.78516,-0.008244,-848
7126,34.79004,0.338,70.22
7127,34.79493,0.6375,1137
7128,34.79981,0.7758,1572
7129,34.80469,0.7328,1183
7130,34.80957,0.5349,218.3
7131,34.81446,0.2629,-667.1
7132,34.81934,0.07053,-1035
7133,34.82422,0.03114,-1032
7134,34.82911,0.1319,-730.5
7135,34.83399,0.3288,-63.35
7136,34.83887,0.5194,612.9
7137,34.84375,0.61,887
7138,34.84864,0.5926,704.5
7139,34.85352,0.4992,225.9
7140,34.85840,0.3801,-226.7
7141,34.86328,0.3087,-437.4
7142,34.86817,0.3032,-401.5
7143,34.87305,0.3407,-209.1
7144,34.87793,0.393,16.03
7145,34.88282,0.4259,135.1
7146,34.88770,0.4259,105.3
7147,34.89258,0.4085,2.29
7148,34.89746,0.3911,-78.62
7149,34.90235,0.3911,-59.54
7150,34.90723,0.4104,45.8
7151,34.91211,0.4351,165.6
7152,34.91700,0.4607,275.6
7153,34.92188,0.4855,372.5
7154,34.92676,0.523,531.3
7155,34.93164,0.5945,836.6
7156,34.93653,0.698,1267
7157,34.94141,0.7987,1666
7158,34.94629,0.8436,1788
7159,34.95118,0.8033,1450
7160,34.95606,0.6723,738.9
7161,34.96094,0.4873,5.343
7162,34.96582,0.3481,-423.6
7163,34.97071,0.327,-383.9
7164,34.97559,0.4516,205.3
7165,34.98047,0.7099,1360
7166,34.98536,1.02,2607
7167,34.99024,1.267,3512
7168,34.99512,1.357,3801
7169,35.00000,1.29,3070
7170,35.00489,1.078,1719
7171,35.00977,0.7896,493.1
7172,35.01465,0.5368,-306.1
7173,35.01953,0.4003,-629
7174,35.02442,0.3829,-586.2
7175,35.02930,0.4507,-249.6
7176,35.03418,0.5835,302.3
7177,35.03907,0.7392,928.2
7178,35.04395,0.8931,1569
7179,35.04883,1.03,2176
7180,35.05371,1.133,2638
7181,35.05860,1.182,2827
7182,35.06348,1.15,2462
7183,35.06836,0.9883,1450
7184,35.07325,0.6861,130.5
7185,35.07813,0.305,-929.7
7186,35.08301,-0.05679,-1437
7187,35.08789,-0.2775,-1653
7188,35.09278,-0.3307,-1659
7189,35.09766,-0.2611,-1459
7190,35.10254,-0.1127,-1183
7191,35.10743,0.03939,-943.5
7192,35.11231,0.12,-843.5
7193,35.11719,0.1282,-858
7194,35.12207,0.09618,-947.3
7195,35.12696,0.04671,-1050
7196,35.13184,9.16E-4,-1130
7197,35.13672,-0.03481,-1188
7198,35.14161,-0.0687,-1243
7199,35.14649,-0.1117,-1317
7200,35.15137,-0.163,-1395
7201,35.15625,-0.1924,-1424
7202,35.16114,-0.1722,-1354
7203,35.16602,-0.09068,-1167
7204,35.17090,0.03847,-937.3
7205,35.17578,0.1795,-678.6
7206,35.18067,0.2858,-419.1
7207,35.18555,0.338,-286.2
7208,35.19043,0.3508,-280.9
7209,35.19532,0.3407,-350.4
7210,35.20020,0.3206,-441.2
7211,35.20508,0.3032,-507.6
7212,35.20996,0.2995,-510.7
7213,35.21485,0.3178,-420.6
7214,35.21973,0.3572,-251.1
7215,35.22461,0.414,-45.04
7216,35.22950,0.4754,161.8
7217,35.23438,0.5267,319.1
7218,35.23926,0.5551,399.2
7219,35.24414,0.5743,456.5
7220,35.24903,0.6073,587.8
7221,35.25391,0.6806,883.9
7222,35.25879,0.7914,1324
7223,35.26368,0.8986,1740
7224,35.26856,0.938,1821
7225,35.27344,0.8775,1369
7226,35.27832,0.7154,547.3
7227,35.28321,0.5102,-198.5
7228,35.28809,0.3829,-550.3
7229,35.29297,0.3911,-401.5
7230,35.29786,0.5423,278.6
7231,35.30274,0.7951,1346
7232,35.30762,1.047,2455
7233,35.31250,1.206,3126
7234,35.31739,1.248,3199
7235,35.32227,1.212,2824
7236,35.32715,1.132,2246
7237,35.33203,1.036,1708
7238,35.33692,0.9435,1265
7239,35.34180,0.8583,905.3
7240,35.34668,0.7877,644.2
7241,35.35157,0.7484,521.3
7242,35.35645,0.7603,655.7
7243,35.36133,0.8464,1153
7244,35.36621,1.001,1955
7245,35.37110,1.166,2827
7246,35.37598,1.267,3325
7247,35.38086,1.268,3165
7248,35.38575,1.178,2439
7249,35.39063,1.02,1523
7250,35.39551,0.8537,794.6
7251,35.40039,0.7346,373.3
7252,35.40528,0.6778,214.5
7253,35.41016,0.665,222.9
7254,35.41504,0.6897,389.3
7255,35.41993,0.7593,762.5
7256,35.42481,0.8867,1393
7257,35.42969,1.063,2276
7258,35.43457,1.256,3326
7259,35.43946,1.413,4133
7260,35.44434,1.48,4375
7261,35.44922,1.46,4040
7262,35.45411,1.376,3275
7263,35.45899,1.258,2483
7264,35.46387,1.161,1972
7265,35.46875,1.115,1780
7266,35.47364,1.104,1762
7267,35.47852,1.104,1785
7268,35.48340,1.094,1709
7269,35.48828,1.047,1448
7270,35.49317,0.9508,996.9
7271,35.49805,0.7951,397.7
7272,35.50293,0.5771,-332
7273,35.50782,0.3069,-979.3
7274,35.51270,0.008244,-1378
7275,35.51758,-0.2583,-1676
7276,35.52246,-0.4113,-1822
7277,35.52735,-0.4305,-1767
7278,35.53223,-0.3343,-1535
7279,35.53711,-0.1548,-1210
7280,35.54200,0.02382,-949.6
7281,35.54688,0.1172,-835.1
7282,35.55176,0.1227,-863.3
7283,35.55664,0.0861,-959.5
7284,35.56153,0.04946,-1028
7285,35.56641,0.07145,-956.4
7286,35.57129,0.1768,-709.1
7287,35.57618,0.3444,-239.7
7288,35.58106,0.5184,329
7289,35.58594,0.6412,719
7290,35.59082,0.6916,851.9
7291,35.59571,0.6934,796.9
7292,35.60059,0.6696,643.5
7293,35.60547,0.6412,496.2
7294,35.61036,0.6302,454.2
7295,35.61524,0.6558,625.2
7296,35.62012,0.7309,1005
7297,35.62500,0.8473,1505
7298,35.62989,0.9764,2038
7299,35.63477,1.061,2359
7300,35.63965,1.067,2259
7301,35.64453,0.9883,1695
7302,35.64942,0.8354,899.9
7303,35.65430,0.6586,204.6
7304,35.65918,0.5175,-242.7
7305,35.66407,0.436,-457.2
7306,35.66895,0.3838,-590
7307,35.67383,0.3114,-795.4
7308,35.67871,0.1658,-1082
7309,35.68360,-0.05313,-1381
7310,35.68848,-0.2913,-1685
7311,35.69336,-0.4708,-1885
7312,35.69825,-0.5349,-1913
7313,35.70313,-0.4992,-1785
7314,35.70801,-0.382,-1534
7315,35.71289,-0.2198,-1260
7316,35.71778,-0.05496,-1013
7317,35.72266,0.08793,-819
7318,35.72754,0.2024,-618.3
7319,35.73243,0.2949,-383.2
7320,35.73731,0.3581,-209.9
7321,35.74219,0.3865,-147.3
7322,35.74707,0.381,-213
7323,35.75196,0.3499,-365.6
7324,35.75684,0.3059,-533.6
7325,35.76172,0.2611,-677.1
7326,35.76661,0.2143,-807.6
7327,35.77149,0.1438,-958
7328,35.77637,0.03755,-1135
7329,35.78125,-0.0916,-1328
7330,35.78614,-0.1997,-1467
7331,35.79102,-0.24,-1496
7332,35.79590,-0.2226,-1427
7333,35.80078,-0.1795,-1328
7334,35.80567,-0.163,-1305
7335,35.81055,-0.2272,-1468
7336,35.81543,-0.371,-1711
7337,35.82032,-0.5056,-1880
7338,35.82520,-0.5148,-1818
7339,35.83008,-0.3435,-1434
7340,35.83496,-0.01099,-902.2
7341,35.83985,0.3435,-131.3
7342,35.84473,0.5413,492.3
7343,35.84961,0.5102,146.6
7344,35.85450,0.2537,-768.7
7345,35.85938,-0.1411,-1453
7346,35.86426,-0.4937,-1906
7347,35.86914,-0.6778,-2113
7348,35.87403,-0.7071,-2072
7349,35.87891,-0.6641,-1952
7350,35.88379,-0.6119,-1836
7351,35.88868,-0.6091,-1851
7352,35.89356,-0.6723,-2002
7353,35.89844,-0.7795,-2191
7354,35.90332,-0.8748,-2300
7355,35.90821,-0.9114,-2305
7356,35.91309,-0.8894,-2214
7357,35.91797,-0.8152,-2033
7358,35.92286,-0.7026,-1820
7359,35.92774,-0.5771,-1613
7360,35.93262,-0.4763,-1471
7361,35.93750,-0.4342,-1432
7362,35.94239,-0.4626,-1527
7363,35.94727,-0.5707,-1759
7364,35.95215,-0.73,-2044
7365,35.95703,-0.8803,-2274
7366,35.96192,-0.9627,-2366
7367,35.96680,-0.981,-2353
7368,35.97168,-0.9728,-2305
7369,35.97657,-0.9718,-2299
7370,35.98145,-1.009,-2382
7371,35.98633,-1.074,-2482
7372,35.99121,-1.114,-2502
7373,35.99610,-1.069,-2349
7374,36.00098,-0.9196,-2025
7375,36.00586,-0.7117,-1679
7376,36.01075,-0.5587,-1474
7377,36.01563,-0.5285,-1479
7378,36.02051,-0.611,-1685
7379,36.02539,-0.7658,-1979
7380,36.03028,-0.8839,-2159
7381,36.03516,-0.9022,-2146
7382,36.04004,-0.8436,-1988
7383,36.04493,-0.7566,-1814
7384,36.04981,-0.7181,-1766
7385,36.05469,-0.763,-1893
7386,36.05957,-0.8683,-2119
7387,36.06446,-0.9599,-2269
7388,36.06934,-0.9627,-2221
7389,36.07422,-0.8656,-1982
7390,36.07911,-0.6952,-1661
7391,36.08399,-0.5267,-1407
7392,36.08887,-0.4223,-1278
7393,36.09375,-0.3701,-1226
7394,36.09864,-0.3307,-1178
7395,36.10352,-0.2638,-1081
7396,36.10840,-0.1539,-927.4
7397,36.11328,-0.02382,-765.6
7398,36.11817,0.07419,-647.3
7399,36.12305,0.1182,-587
7400,36.12793,0.1346,-565.6
7401,36.13282,0.1621,-493.9
7402,36.13770,0.2372,-260.3
7403,36.14258,0.3627,144.3
7404,36.14746,0.4919,557.2
7405,36.15235,0.5542,709.9
7406,36.15723,0.5221,465.6
7407,36.16211,0.4021,-91.6
7408,36.16700,0.2299,-662.6
7409,36.17188,0.07053,-986.2
7410,36.17676,-0.03572,-1121
7411,36.18164,-0.09709,-1197
7412,36.18653,-0.1475,-1260
7413,36.19141,-0.2024,-1337
7414,36.19629,-0.2665,-1426
7415,36.20118,-0.3261,-1499
7416,36.20606,-0.3536,-1517
7417,36.21094,-0.3527,-1492
7418,36.21582,-0.3435,-1464
7419,36.22071,-0.3563,-1499
7420,36.22559,-0.4223,-1627
7421,36.23047,-0.5386,-1798
7422,36.23536,-0.6778,-1988
7423,36.24024,-0.7914,-2117
7424,36.24512,-0.8345,-2140
7425,36.25000,-0.8006,-2018
7426,36.25489,-0.6723,-1742
7427,36.25977,-0.4516,-1361
7428,36.26465,-0.1832,-979.3
7429,36.26953,0.07236,-619.8
7430,36.27442,0.2189,-314.5
7431,36.27930,0.2171,-431.3
7432,36.28418,0.05587,-905.3
7433,36.28907,-0.2253,-1372
7434,36.29395,-0.4781,-1712
7435,36.29883,-0.5642,-1782
7436,36.30371,-0.4534,-1482
7437,36.30860,-0.1777,-1026
7438,36.31348,0.1081,-551.1
7439,36.31836,0.218,-377.1
7440,36.32325,0.07145,-851.9
7441,36.32813,-0.3279,-1555
7442,36.33301,-0.8244,-2249
7443,36.33789,-1.184,-2692
7444,36.34278,-1.292,-2707
7445,36.34766,-1.183,-2404
7446,36.35254,-0.9389,-1936
7447,36.35743,-0.6824,-1569
7448,36.36231,-0.5148,-1346
7449,36.36719,-0.4195,-1248
7450,36.37207,-0.3188,-1092
7451,36.37696,-0.1227,-845.7
7452,36.38184,0.1658,-280.1
7453,36.38672,0.4671,667.1
7454,36.39161,0.6522,1250
7455,36.39649,0.6577,1088
7456,36.40137,0.5102,328.2
7457,36.40625,0.2959,-438.1
7458,36.41114,0.1722,-725.9
7459,36.41602,0.2116,-493.9
7460,36.42090,0.3984,264.9
7461,36.42578,0.6522,1253
7462,36.43067,0.8308,1902
7463,36.43555,0.8683,1893
7464,36.44043,0.7914,1358
7465,36.44532,0.6494,661
7466,36.45020,0.5175,174.8
7467,36.45508,0.447,-39.69
7468,36.45996,0.4131,-131.3
7469,36.46485,0.3829,-230.5
7470,36.46973,0.3325,-398.4
7471,36.47461,0.272,-571
7472,36.47950,0.2464,-604.5
7473,36.48438,0.2867,-388.5
7474,36.48926,0.3939,66.41
7475,36.49414,0.5175,541.2
7476,36.49903,0.5826,748.8
7477,36.50391,0.567,601.5
7478,36.50879,0.5065,277.1
7479,36.51368,0.4598,109.9
7480,36.51856,0.5111,416
7481,36.52344,0.6943,1311
7482,36.52832,0.9636,2388
7483,36.53321,1.214,3283
7484,36.53809,1.335,3736
7485,36.54297,1.315,3361
7486,36.54786,1.182,2349
7487,36.55274,0.9746,1272
7488,36.55762,0.763,444.2
7489,36.56250,0.5807,-141.2
7490,36.56739,0.4204,-596.1
7491,36.57227,0.2656,-938.1
7492,36.57715,0.109,-1158
7493,36.58203,-0.01649,-1296
7494,36.58692,-0.07328,-1335
7495,36.59180,-0.06045,-1266
7496,36.59668,0.001832,-1119
7497,36.60157,0.08427,-963.3
7498,36.60645,0.1383,-878.6
7499,36.61133,0.1429,-893.8
7500,36.61621,0.1053,-990.8
7501,36.62110,0.04946,-1107
7502,36.62598,-0.01191,-1214
7503,36.63086,-0.07145,-1311
7504,36.63575,-0.1438,-1420
7505,36.64063,-0.2537,-1575
7506,36.64551,-0.3994,-1762
7507,36.65039,-0.5523,-1943
7508,36.65528,-0.665,-2054
7509,36.66016,-0.7053,-2061
7510,36.66504,-0.6842,-1972
7511,36.66993,-0.6091,-1795
7512,36.67481,-0.4946,-1581
7513,36.67969,-0.3655,-1371
7514,36.68457,-0.2336,-1177
7515,36.68946,-0.1145,-1016
7516,36.69434,-0.02382,-903
7517,36.69922,0.02931,-846.5
7518,36.70411,0.04488,-847.3
7519,36.70899,0.03206,-893.1
7520,36.71387,0.00458,-960.2
7521,36.71875,-0.01832,-1005
7522,36.72364,-0.01649,-990
7523,36.72852,0.0229,-889.3
7524,36.73340,0.1063,-729
7525,36.73829,0.2427,-390.1
7526,36.74317,0.4378,238.9
7527,36.74805,0.6815,1102
7528,36.75293,0.9398,2110
7529,36.75782,1.133,2869
7530,36.76270,1.186,2927
7531,36.76758,1.075,2062
7532,36.77246,0.8106,725.9
7533,36.77735,0.5093,-285.5
7534,36.78223,0.3508,-665.6
7535,36.78711,0.4039,-315.2
7536,36.79200,0.6549,733.5
7537,36.79688,0.981,2137
7538,36.80176,1.173,2951
7539,36.80664,1.11,2282
7540,36.81153,0.7694,491.6
7541,36.81641,0.262,-968.6
7542,36.82129,-0.163,-1527
7543,36.82618,-0.327,-1657
7544,36.83106,-0.2464,-1408
7545,36.83594,-0.01099,-991.5
7546,36.84082,0.2189,-582.4
7547,36.84571,0.294,-450.4
7548,36.85059,0.1942,-818.3
7549,36.85547,-0.04763,-1279
7550,36.86036,-0.3252,-1672
7551,36.86524,-0.5322,-1930
7552,36.87012,-0.6448,-2028
7553,36.87500,-0.6934,-2061
7554,36.87989,-0.7062,-2043
7555,36.88477,-0.6787,-1948
7556,36.88965,-0.5707,-1711
7557,36.89454,-0.3563,-1327
7558,36.89942,-0.06778,-926.7
7559,36.90430,0.2207,-409.1
7560,36.90918,0.4094,113.7
7561,36.91407,0.4662,229
7562,36.91895,0.4333,7.633
7563,36.92383,0.3591,-309.1
7564,36.92871,0.2959,-520.6
7565,36.93360,0.2665,-590
7566,36.93848,0.2354,-698.4
7567,36.94336,0.1282,-951.9
7568,36.94825,-0.09709,-1317
7569,36.95313,-0.3884,-1720
7570,36.95801,-0.6183,-2004
7571,36.96289,-0.6806,-2012
7572,36.96778,-0.5615,-1718
7573,36.97266,-0.3014,-1256
7574,36.97754,-0.01649,-861
7575,36.98243,0.153,-622.9
7576,36.98731,0.1777,-633.5
7577,36.99219,0.1053,-854.9
7578,36.99707,-0.01099,-1072
7579,37.00196,-0.1026,-1213
7580,37.00684,-0.1548,-1282
7581,37.01172,-0.2116,-1377
7582,37.01661,-0.3417,-1590
7583,37.02149,-0.5615,-1919
7584,37.02637,-0.8106,-2258
7585,37.03125,-0.981,-2430
7586,37.03614,-1.006,-2373
7587,37.04102,-0.8931,-2091
7588,37.04590,-0.6778,-1698
7589,37.05079,-0.447,-1359
7590,37.05567,-0.2748,-1135
7591,37.06055,-0.1603,-999.2
7592,37.06543,-0.06229,-871.7
7593,37.07032,0.07603,-667.9
7594,37.07520,0.2665,-190.1
7595,37.08008,0.4653,448.1
7596,37.08496,0.5881,808.3
7597,37.08985,0.5871,668.7
7598,37.09473,0.4598,32.82
7599,37.09961,0.2427,-694.6
7600,37.10450,0.02931,-1089
7601,37.10938,-0.09251,-1226
7602,37.11426,-0.1182,-1230
7603,37.11914,-0.09251,-1149
7604,37.12403,-0.05221,-1064
