#HEADER
#TITLES
,,Axial Displacement,Axial Load
#UNITS
,,mm,N
#DATATYPES
Huge,Double,Float,Float
#DATA
2451,11.96289,-0.3279,-1212
2452,11.96777,-0.1145,-906.1
2453,11.97266,0.1695,-426.7
2454,11.97754,0.3884,165.6
2455,11.98242,0.447,261.1
2456,11.98731,0.3371,-310.7
2457,11.99219,0.09068,-972.5
2458,11.99707,-0.1768,-1361
2459,12.00195,-0.3417,-1563
2460,12.00684,-0.3875,-1585
2461,12.01172,-0.3701,-1515
2462,12.01660,-0.3343,-1437
2463,12.02149,-0.316,-1399
2464,12.02637,-0.3215,-1419
2465,12.03125,-0.327,-1430
2466,12.03613,-0.3114,-1385
2467,12.04102,-0.2665,-1287
2468,12.04590,-0.2235,-1216
2469,12.05078,-0.2308,-1259
2470,12.05567,-0.3325,-1498
2471,12.06055,-0.5349,-1846
2472,12.06543,-0.7932,-2207
2473,12.07031,-1.054,-2555
2474,12.07520,-1.269,-2802
2475,12.08008,-1.404,-2923
2476,12.08496,-1.455,-2921
2477,12.08984,-1.428,-2793
2478,12.09473,-1.333,-2559
2479,12.09961,-1.204,-2308
2480,12.10449,-1.119,-2185
2481,12.10938,-1.148,-2293
2482,12.11426,-1.322,-2688
2483,12.11914,-1.598,-3138
2484,12.12402,-1.826,-3375
2485,12.12891,-1.866,-3288
2486,12.13379,-1.664,-2778
2487,12.13867,-1.236,-2035
2488,12.14356,-0.7071,-1321
2489,12.14844,-0.2556,-806.8
2490,12.15332,0.005496,-499.2
2491,12.15820,0.09068,-362.6
2492,12.16309,0.09618,-399.2
2493,12.16797,0.09984,-393.9
2494,12.17285,0.153,-205.3
2495,12.17774,0.2565,138.2
2496,12.18262,0.3609,464.9
2497,12.18750,0.4039,548.1
2498,12.19238,0.3774,351.9
2499,12.19727,0.3059,2.29
2500,12.20215,0.2262,-290.8
2501,12.20703,0.1804,-424.4
2502,12.21192,0.1676,-445
2503,12.21680,0.1621,-461
2504,12.22168,0.1383,-546.5
2505,12.22656,0.08335,-719.8
2506,12.23145,0.01008,-879.3
2507,12.23633,-0.05954,-987
2508,12.24121,-0.09801,-1030
2509,12.24610,-0.1026,-1010
2510,12.25098,-0.06961,-930.5
2511,12.25586,0.02931,-650.3
2512,12.26074,0.2354,26.72
2513,12.26563,0.5642,1327
2514,12.27051,0.992,2811
2515,12.27539,1.44,4702
2516,12.28027,1.789,6732
2517,12.28516,1.948,7433
2518,12.29004,1.911,6475
2519,12.29492,1.699,4296
2520,12.29981,1.379,2242
2521,12.30469,1.073,987
2522,12.30957,0.8574,284.7
2523,12.31445,0.7456,18.32
2524,12.31934,0.6952,-99.23
2525,12.32422,0.6604,-176.3
2526,12.32910,0.6036,-364.1
2527,12.33399,0.4809,-718.3
2528,12.33887,0.2794,-1095
2529,12.34375,0.00916,-1427
2530,12.34863,-0.2922,-1782
2531,12.35352,-0.5661,-2078
2532,12.35840,-0.7328,-2224
2533,12.36328,-0.7648,-2184
2534,12.36817,-0.6815,-1959
2535,12.37305,-0.512,-1640
2536,12.37793,-0.3352,-1370
2537,12.38281,-0.2336,-1247
2538,12.38770,-0.2116,-1241
2539,12.39258,-0.2226,-1282
2540,12.39746,-0.2207,-1271
2541,12.40235,-0.1621,-1150
2542,12.40723,-0.0458,-975.5
2543,12.41211,0.06778,-832.8
2544,12.41699,0.1063,-816
2545,12.42188,0.04488,-980.9
2546,12.42676,-0.1044,-1267
2547,12.43164,-0.2794,-1543
2548,12.43652,-0.4021,-1708
2549,12.44141,-0.4507,-1749
2550,12.44629,-0.4461,-1709
2551,12.45117,-0.4113,-1614
2552,12.45606,-0.3435,-1471
2553,12.46094,-0.2372,-1272
2554,12.46582,-0.08793,-1032
2555,12.47070,0.06412,-816.7
2556,12.47559,0.1392,-741.9
2557,12.48047,0.06687,-948
2558,12.48535,-0.1905,-1431
2559,12.49024,-0.5716,-2018
2560,12.49512,-0.9123,-2454
2561,12.50000,-1.053,-2544
2562,12.50488,-0.9627,-2259
2563,12.50977,-0.6797,-1724
2564,12.51465,-0.3105,-1186
2565,12.51953,-0.007328,-809.9
2566,12.52442,0.1594,-601.5
2567,12.52930,0.2272,-481.6
2568,12.53418,0.2675,-389.3
2569,12.53906,0.3188,-238.2
2570,12.54395,0.3865,-34.35
2571,12.54883,0.4204,28.24
2572,12.55371,0.3765,-220.6
2573,12.55860,0.2583,-661.8
2574,12.56348,0.1392,-909.9
2575,12.56836,0.1191,-906.8
2576,12.57324,0.2207,-584.7
2577,12.57813,0.4049,48.09
2578,12.58301,0.5413,486.2
2579,12.58789,0.5322,301.5
2580,12.59277,0.3691,-424.4
2581,12.59766,0.1209,-1025
2582,12.60254,-0.03847,-1217
2583,12.60742,-0.03114,-1135
2584,12.61231,0.1117,-825.1
2585,12.61719,0.2803,-400
2586,12.62207,0.3233,-350.4
2587,12.62695,0.1786,-852.6
2588,12.63184,-0.1237,-1390
2589,12.63672,-0.4186,-1771
2590,12.64160,-0.5432,-1888
2591,12.64649,-0.4919,-1704
2592,12.65137,-0.3288,-1387
2593,12.65625,-0.1878,-1169
2594,12.66113,-0.1859,-1232
2595,12.66602,-0.3407,-1560
2596,12.67090,-0.5807,-1959
2597,12.67578,-0.7383,-2140
2598,12.68067,-0.7172,-2010
2599,12.68555,-0.5139,-1579
2600,12.69043,-0.1869,-1066
2601,12.69531,0.1209,-639.7
2602,12.70020,0.2803,-324.4
2603,12.70508,0.2757,-440.4
2604,12.70996,0.1383,-866.4
2605,12.71485,-0.08793,-1249
2606,12.71973,-0.2959,-1547
2607,12.72461,-0.4039,-1663
2608,12.72949,-0.3948,-1592
2609,12.73438,-0.2656,-1298
2610,12.73926,-0.03939,-931.2
2611,12.74414,0.2116,-464.9
2612,12.74902,0.3939,46.56
2613,12.75391,0.4543,180.1
2614,12.75879,0.3994,-151.1
2615,12.76367,0.2464,-700.7
2616,12.76856,0.05404,-1076
2617,12.77344,-0.08702,-1256
2618,12.77832,-0.1438,-1317
2619,12.78320,-0.1456,-1287
2620,12.78809,-0.1328,-1252
2621,12.79297,-0.1401,-1273
2622,12.79785,-0.2006,-1400
2623,12.80274,-0.3087,-1567
2624,12.80762,-0.436,-1744
2625,12.81250,-0.545,-1883
2626,12.81738,-0.6165,-1962
2627,12.82227,-0.6604,-2007
2628,12.82715,-0.6906,-2036
2629,12.83203,-0.7145,-2058
2630,12.83692,-0.7273,-2061
2631,12.84180,-0.7255,-2038
2632,12.84668,-0.7053,-1980
2633,12.85156,-0.6742,-1904
2634,12.85645,-0.6375,-1826
2635,12.86133,-0.61,-1779
2636,12.86621,-0.611,-1795
2637,12.87110,-0.6558,-1913
2638,12.87598,-0.7639,-2136
2639,12.88086,-0.9288,-2391
2640,12.88574,-1.121,-2636
2641,12.89063,-1.269,-2785
2642,12.89551,-1.305,-2749
2643,12.90039,-1.205,-2466
2644,12.90527,-0.959,-1995
2645,12.91016,-0.6421,-1518
2646,12.91504,-0.3783,-1185
2647,12.91992,-0.2665,-1088
2648,12.92481,-0.3105,-1236
2649,12.92969,-0.4745,-1566
2650,12.93457,-0.687,-1911
2651,12.93945,-0.8473,-2137
2652,12.94434,-0.9343,-2244
2653,12.94922,-0.9902,-2317
2654,12.95410,-1.085,-2469
2655,12.95899,-1.267,-2750
2656,12.96387,-1.513,-3073
2657,12.96875,-1.743,-3314
2658,12.97363,-1.858,-3378
2659,12.97852,-1.837,-3230
2660,12.98340,-1.716,-2919
2661,12.98828,-1.546,-2597
2662,12.99317,-1.433,-2427
2663,12.99805,-1.415,-2437
2664,13.00293,-1.473,-2591
2665,13.00781,-1.567,-2793
2666,13.01270,-1.637,-2908
2667,13.01758,-1.646,-2892
2668,13.02246,-1.608,-2777
2669,13.02735,-1.543,-2624
2670,13.03223,-1.471,-2480
2671,13.03711,-1.394,-2342
2672,13.04199,-1.292,-2172
2673,13.04688,-1.138,-1933
2674,13.05176,-0.9288,-1643
2675,13.05664,-0.6989,-1353
2676,13.06152,-0.4983,-1121
2677,13.06641,-0.3701,-997.6
2678,13.07129,-0.3114,-951.1
2679,13.07617,-0.2812,-936.6
2680,13.08106,-0.2345,-862.5
2681,13.08594,-0.109,-695.4
2682,13.09082,0.1053,-254.9
2683,13.09570,0.3609,546.5
2684,13.10059,0.5853,1288
2685,13.10547,0.6934,1595
2686,13.11035,0.6769,1350
2687,13.11524,0.5615,713.7
2688,13.12012,0.4003,67.93
2689,13.12500,0.2885,-270.2
2690,13.12988,0.2601,-317.5
2691,13.13477,0.272,-229
2692,13.13965,0.2647,-290.8
2693,13.14453,0.1401,-727.4
2694,13.14942,-0.1456,-1234
2695,13.15430,-0.5221,-1723
2696,13.15918,-0.8509,-2126
2697,13.16406,-1,-2253
2698,13.16895,-0.9783,-2127
2699,13.17383,-0.8528,-1851
2700,13.17871,-0.7273,-1643
2701,13.18360,-0.7071,-1652
2702,13.18848,-0.8006,-1871
2703,13.19336,-0.9288,-2101
2704,13.19824,-0.9499,-2081
2705,13.20313,-0.7584,-1637
2706,13.20801,-0.3618,-1045
2707,13.21289,0.09618,-272.5
2708,13.21777,0.3984,598.4
2709,13.22266,0.447,602.3
2710,13.22754,0.262,-281.7
2711,13.23242,-0.07786,-1087
2712,13.23731,-0.4012,-1508
2713,13.24219,-0.5862,-1726
2714,13.24707,-0.6531,-1776
2715,13.25195,-0.6861,-1808
2716,13.25684,-0.7593,-1927
2717,13.26172,-0.8995,-2130
2718,13.26660,-1.047,-2317
2719,13.27149,-1.104,-2340
2720,13.27637,-1.022,-2113
2721,13.28125,-0.8143,-1711
2722,13.28613,-0.5661,-1336
2723,13.29102,-0.3957,-1122
2724,13.29590,-0.3407,-1087
2725,13.30078,-0.3508,-1133
2726,13.30567,-0.3536,-1143
2727,13.31055,-0.2867,-997.6
2728,13.31543,-0.1227,-765.6
2729,13.32031,0.05862,-457.2
2730,13.32520,0.1438,-283.2
2731,13.33008,0.07877,-593.1
2732,13.33496,-0.1493,-1093
2733,13.33985,-0.4644,-1559
2734,13.34473,-0.7355,-1928
2735,13.34961,-0.8766,-2075
2736,13.35449,-0.8931,-2044
2737,13.35938,-0.8345,-1885
2738,13.36426,-0.7364,-1689
2739,13.36914,-0.6366,-1520
2740,13.37402,-0.5569,-1398
2741,13.37891,-0.4992,-1317
2742,13.38379,-0.458,-1265
2743,13.38867,-0.4479,-1271
2744,13.39356,-0.4928,-1391
2745,13.39844,-0.6274,-1669
2746,13.40332,-0.8509,-2052
2747,13.40820,-1.119,-2451
2748,13.41309,-1.374,-2779
2749,13.41797,-1.535,-2949
2750,13.42285,-1.574,-2929
2751,13.42774,-1.492,-2685
2752,13.43262,-1.28,-2257
2753,13.43750,-0.9838,-1784
2754,13.44238,-0.6586,-1340
2755,13.44727,-0.3682,-985.4
2756,13.45215,-0.1676,-764.1
2757,13.45703,-0.06778,-671
2758,13.46192,-0.05038,-692.3
2759,13.46680,-0.09435,-816
2760,13.47168,-0.1924,-1017
2761,13.47656,-0.3288,-1249
2762,13.48145,-0.4818,-1485
2763,13.48633,-0.6394,-1713
2764,13.49121,-0.774,-1891
2765,13.49610,-0.8464,-1967
2766,13.50098,-0.8445,-1914
2767,13.50586,-0.7511,-1690
2768,13.51074,-0.567,-1356
2769,13.51563,-0.3398,-1012
2770,13.52051,-0.1282,-732.8
2771,13.52539,0.01282,-531.3
2772,13.53027,0.07145,-428.2
2773,13.53516,0.07511,-463.3
2774,13.54004,0.05313,-562.6
2775,13.54492,0.02565,-651.1
2776,13.54981,0.01191,-682.4
2777,13.55469,0.0174,-661
2778,13.55957,0.02656,-629
2779,13.56445,0.02015,-666.4
2780,13.56934,-0.03389,-818.3
2781,13.57422,-0.153,-1042
2782,13.57910,-0.3188,-1306
2783,13.58399,-0.4965,-1563
2784,13.58887,-0.632,-1733
2785,13.59375,-0.6888,-1780
2786,13.59863,-0.6714,-1702
2787,13.60352,-0.5981,-1533
2788,13.60840,-0.4946,-1337
2789,13.61328,-0.4021,-1194
2790,13.61817,-0.3462,-1117
2791,13.62305,-0.3133,-1078
2792,13.62793,-0.2757,-1017
2793,13.63281,-0.1979,-887.7
2794,13.63770,-0.07053,-696.1
2795,13.64258,0.06961,-408.4
2796,13.64746,0.1575,-181.7
2797,13.65235,0.1612,-248.1
2798,13.65723,0.08519,-570.2
2799,13.66211,-0.05038,-901.5
2800,13.66699,-0.1804,-1096
2801,13.67188,-0.2464,-1179
2802,13.67676,-0.2519,-1157
2803,13.68164,-0.2253,-1088
2804,13.68652,-0.1896,-1009
2805,13.69141,-0.1603,-954.9
2806,13.69629,-0.1392,-915.2
2807,13.70117,-0.09893,-835.8
2808,13.70606,-0.003664,-635.8
2809,13.71094,0.1521,-174
2810,13.71582,0.3453,474
2811,13.72070,0.5459,1164
2812,13.72559,0.7245,1811
2813,13.73047,0.8647,2285
2814,13.73535,0.9636,2537
2815,13.74024,1.013,2569
2816,13.74512,1.008,2365
2817,13.75000,0.9343,1825
2818,13.75488,0.7868,1049
2819,13.75977,0.5981,301.5
2820,13.76465,0.4223,-265.6
2821,13.76953,0.3014,-580.9
2822,13.77442,0.2317,-726.7
2823,13.77930,0.1878,-812.2
2824,13.78418,0.1466,-890.8
2825,13.78906,0.109,-947.3
2826,13.79395,0.1035,-922.8
2827,13.79883,0.1777,-656.4
2828,13.80371,0.3563,0.7633
2829,13.80860,0.6009,925.1
2830,13.81348,0.8216,1777
2831,13.81836,0.9242,2131
2832,13.82324,0.9059,1869
2833,13.82813,0.8079,1266
2834,13.83301,0.7035,786.2
2835,13.83789,0.6742,731.3
2836,13.84277,0.7273,1070
2837,13.84766,0.8152,1537
2838,13.85254,0.8436,1601
2839,13.85742,0.7429,945
2840,13.86231,0.5084,-48.09
2841,13.86719,0.2656,-739.6
2842,13.87207,0.175,-861
2843,13.87695,0.3087,-293.9
2844,13.88184,0.6577,1141
2845,13.88672,1.103,3027
2846,13.89160,1.458,4610
2847,13.89649,1.586,5068
2848,13.90137,1.471,3778
2849,13.90625,1.146,1712
2850,13.91113,0.7172,70.22
2851,13.91602,0.3508,-872.5
2852,13.92090,0.1594,-1117
2853,13.92578,0.1511,-1040
2854,13.93067,0.2812,-654.2
2855,13.93555,0.5029,125.9
2856,13.94043,0.7007,830.5
2857,13.94531,0.7758,1034
2858,13.95020,0.6842,461
2859,13.95508,0.4168,-590.8
2860,13.95996,0.04671,-1312
2861,13.96485,-0.2849,-1679
2862,13.96973,-0.4534,-1836
2863,13.97461,-0.458,-1748
2864,13.97949,-0.3581,-1517
2865,13.98438,-0.2162,-1266
2866,13.98926,-0.1246,-1138
2867,13.99414,-0.09984,-1118
2868,13.99902,-0.09526,-1120
2869,14.00391,-0.04122,-1005
2870,14.00879,0.1255,-728.2
2871,14.01367,0.3719,-69.46
2872,14.01856,0.5917,660.3
2873,14.02344,0.6714,836.6
2874,14.02832,0.5771,280.9
2875,14.03320,0.3362,-629.7
2876,14.03809,0.05862,-1162
2877,14.04297,-0.09435,-1327
2878,14.04785,-0.08702,-1246
2879,14.05274,0.03939,-970.9
2880,14.05762,0.2088,-631.3
2881,14.06250,0.2977,-409.1
2882,14.06738,0.2583,-630.5
2883,14.07227,0.08427,-1066
2884,14.07715,-0.1786,-1475
2885,14.08203,-0.4378,-1827
2886,14.08692,-0.6284,-2037
2887,14.09180,-0.7117,-2095
2888,14.09668,-0.6971,-1994
2889,14.10156,-0.5633,-1695
2890,14.10645,-0.3123,-1262
2891,14.11133,9.16E-4,-819.8
2892,14.11621,0.2812,-268.7
2893,14.12110,0.4159,117.6
2894,14.12598,0.371,-225.2
2895,14.13086,0.1365,-929
2896,14.13574,-0.218,-1485
2897,14.14063,-0.5395,-1913
2898,14.14551,-0.7135,-2101
2899,14.15039,-0.7291,-2047
2900,14.15527,-0.6513,-1853
2901,14.16016,-0.5404,-1639
2902,14.16504,-0.4772,-1550
2903,14.16992,-0.49,-1604
2904,14.17481,-0.5578,-1762
2905,14.17969,-0.6476,-1928
2906,14.18457,-0.7117,-2026
2907,14.18945,-0.7364,-2042
2908,14.19434,-0.7282,-2001
2909,14.19922,-0.6961,-1913
2910,14.20410,-0.6284,-1761
2911,14.20899,-0.512,-1540
2912,14.21387,-0.3508,-1279
2913,14.21875,-0.1887,-1056
2914,14.22363,-0.1044,-969.4
2915,14.22852,-0.1438,-1105
2916,14.23340,-0.3261,-1472
2917,14.23828,-0.6073,-1930
2918,14.24317,-0.8509,-2267
2919,14.24805,-0.9453,-2329
2920,14.25293,-0.8674,-2091
2921,14.25781,-0.6403,-1648
2922,14.26270,-0.3517,-1214
2923,14.26758,-0.1456,-954.1
2924,14.27246,-0.09435,-942.7
2925,14.27735,-0.1905,-1179
2926,14.28223,-0.3966,-1552
2927,14.28711,-0.5981,-1852
2928,14.29199,-0.6833,-1939
2929,14.29688,-0.6201,-1751
2930,14.30176,-0.4058,-1327
2931,14.30664,-0.09801,-873.2
2932,14.31152,0.1914,-374.8
2933,14.31641,0.3517,46.56
2934,14.32129,0.3563,-65.64
2935,14.32617,0.2162,-625.9
2936,14.33106,-0.03206,-1131
2937,14.33594,-0.2849,-1479
2938,14.34082,-0.447,-1684
2939,14.34570,-0.4983,-1711
2940,14.35059,-0.48,-1642
2941,14.35547,-0.4323,-1525
2942,14.36035,-0.381,-1427
2943,14.36524,-0.3444,-1363
2944,14.37012,-0.3069,-1297
2945,14.37500,-0.2308,-1157
2946,14.37988,-0.09709,-941.2
2947,14.38477,0.05862,-715.2
2948,14.38965,0.1585,-547.3
2949,14.39453,0.1548,-623.6
2950,14.39942,0.0458,-916
2951,14.40430,-0.1337,-1224
2952,14.40918,-0.2675,-1413
2953,14.41406,-0.283,-1383
2954,14.41895,-0.1841,-1150
2955,14.42383,-0.01282,-850.3
2956,14.42871,0.109,-663.3
2957,14.43360,0.09984,-748
2958,14.43848,-0.05496,-1093
2959,14.44336,-0.3123,-1520
2960,14.44824,-0.5404,-1837
2961,14.45313,-0.6357,-1924
2962,14.45801,-0.599,-1787
2963,14.46289,-0.469,-1511
2964,14.46777,-0.3206,-1266
2965,14.47266,-0.2519,-1189
2966,14.47754,-0.2949,-1317
2967,14.48242,-0.4369,-1610
2968,14.48731,-0.6256,-1924
2969,14.49219,-0.7676,-2114
2970,14.49707,-0.8152,-2136
2971,14.50195,-0.7749,-2004
2972,14.50684,-0.6595,-1751
2973,14.51172,-0.4974,-1469
2974,14.51660,-0.3371,-1229
2975,14.52149,-0.2207,-1076
2976,14.52637,-0.1667,-1023
2977,14.53125,-0.1676,-1060
2978,14.53613,-0.2262,-1205
2979,14.54102,-0.3417,-1431
2980,14.54590,-0.4891,-1681
2981,14.55078,-0.6366,-1904
2982,14.55567,-0.7374,-2039
2983,14.56055,-0.7685,-2048
2984,14.56543,-0.73,-1932
2985,14.57031,-0.6293,-1708
2986,14.57520,-0.4974,-1479
2987,14.58008,-0.3911,-1317
2988,14.58496,-0.3508,-1285
2989,14.58985,-0.3646,-1334
2990,14.59473,-0.3948,-1409
2991,14.59961,-0.3847,-1365
2992,14.60449,-0.2537,-1093
2993,14.60938,0.01649,-696.1
2994,14.61426,0.3581,181.7
2995,14.61914,0.6448,1146
2996,14.62402,0.7557,1415
2997,14.62891,0.654,748
2998,14.63379,0.3444,-476.3
2999,14.63867,-0.07511,-1289
3000,14.64356,-0.4342,-1717
3001,14.64844,-0.6045,-1909
3002,14.65332,-0.5945,-1791
3003,14.65820,-0.4534,-1495
3004,14.66309,-0.2363,-1121
3005,14.66797,-0.02565,-832.8
3006,14.67285,0.1374,-564.1
3007,14.67774,0.2537,-271.7
3008,14.68262,0.349,18.32
3009,14.68750,0.4195,223.7
3010,14.69238,0.4424,254.9
3011,14.69727,0.3774,-119.8
3012,14.70215,0.1768,-787
3013,14.70703,-0.1374,-1324
3014,14.71192,-0.4809,-1791
3015,14.71680,-0.7529,-2141
3016,14.72168,-0.8793,-2252
3017,14.72656,-0.8766,-2176
3018,14.73145,-0.7887,-1956
3019,14.73633,-0.6568,-1711
3020,14.74121,-0.5377,-1522
3021,14.74610,-0.4534,-1401
3022,14.75098,-0.382,-1299
3023,14.75586,-0.273,-1127
3024,14.76074,-0.09709,-883.9
3025,14.76563,0.1227,-524.4
3026,14.77051,0.305,-55.72
3027,14.77539,0.3682,81.67
3028,14.78027,0.2748,-404.6
3029,14.78516,0.00916,-1059
3030,14.79004,-0.349,-1579
3031,14.79492,-0.6522,-1982
3032,14.79981,-0.7859,-2108
3033,14.80469,-0.7346,-1925
3034,14.80957,-0.5322,-1521
3035,14.81445,-0.2629,-1105
3036,14.81934,-0.06778,-857.2
3037,14.82422,-0.02565,-854.1
3038,14.82910,-0.1282,-1100
3039,14.83399,-0.3298,-1459
3040,14.83887,-0.5239,-1744
3041,14.84375,-0.611,-1839
3042,14.84863,-0.5899,-1746
3043,14.85352,-0.4937,-1529
3044,14.85840,-0.3728,-1317
3045,14.86328,-0.2995,-1217
3046,14.86817,-0.294,-1237
3047,14.87305,-0.3325,-1337
3048,14.87793,-0.3865,-1446
3049,14.88281,-0.4195,-1500
3050,14.88770,-0.4186,-1482
3051,14.89258,-0.4003,-1433
3052,14.89746,-0.382,-1393
3053,14.90235,-0.382,-1401
3054,14.90723,-0.4012,-1452
3055,14.91211,-0.4268,-1510
3056,14.91699,-0.4543,-1562
3057,14.92188,-0.48,-1605
3058,14.92676,-0.5166,-1675
3059,14.93164,-0.5899,-1808
3060,14.93652,-0.6971,-1979
3061,14.94141,-0.8006,-2120
3062,14.94629,-0.8445,-2148
3063,14.95117,-0.8006,-2009
3064,14.95606,-0.6668,-1719
3065,14.96094,-0.4791,-1405
3066,14.96582,-0.3407,-1211
3067,14.97070,-0.3188,-1235
3068,14.97559,-0.4488,-1532
3069,14.98047,-0.7172,-2020
3070,14.98535,-1.038,-2494
3071,14.99024,-1.283,-2761
3072,14.99512,-1.369,-2778
3073,15.00000,-1.292,-2532
3074,15.00488,-1.075,-2089
3075,15.00977,-0.7859,-1636
3076,15.01465,-0.5313,-1299
3077,15.01953,-0.3939,-1150
3078,15.02442,-0.3746,-1176
3079,15.02930,-0.4452,-1350
3080,15.03418,-0.5816,-1614
3081,15.03906,-0.741,-1875
3082,15.04395,-0.8958,-2111
3083,15.04883,-1.031,-2307
3084,15.05371,-1.135,-2438
3085,15.05860,-1.183,-2481
3086,15.06348,-1.149,-2343
3087,15.06836,-0.9819,-1987
3088,15.07324,-0.6797,-1469
3089,15.07813,-0.3032,-964.8
3090,15.08301,0.05129,-448.8
3091,15.08789,0.2711,78.62
3092,15.09277,0.3279,187
3093,15.09766,0.2638,-185.5
3094,15.10254,0.1163,-682.4
3095,15.10742,-0.03481,-976.3
3096,15.11231,-0.1136,-1063
3097,15.11719,-0.12,-1050
3098,15.12207,-0.0861,-957.2
3099,15.12695,-0.03664,-858.7
3100,15.13184,0.008244,-769.4
3101,15.13672,0.04488,-694.6
3102,15.14160,0.07877,-610.6
3103,15.14649,0.1209,-486.2
3104,15.15137,0.1713,-338.9
3105,15.15625,0.2006,-264.1
3106,15.16113,0.1814,-391.6
3107,15.16602,0.09984,-694.6
3108,15.17090,-0.03206,-982.4
3109,15.17578,-0.175,-1202
3110,15.18067,-0.2821,-1346
3111,15.18555,-0.3343,-1395
3112,15.19043,-0.3453,-1389
3113,15.19531,-0.3334,-1347
3114,15.20020,-0.3133,-1296
3115,15.20508,-0.2949,-1256
3116,15.20996,-0.2913,-1254
3117,15.21485,-0.3096,-1304
3118,15.21973,-0.3499,-1395
3119,15.22461,-0.4085,-1495
3120,15.22949,-0.4708,-1584
3121,15.23438,-0.5212,-1644
3122,15.23926,-0.5496,-1671
3123,15.24414,-0.5679,-1690
3124,15.24902,-0.6018,-1745
3125,15.25391,-0.6778,-1866
3126,15.25879,-0.7914,-2030
3127,15.26367,-0.9004,-2166
3128,15.26856,-0.9389,-2175
3129,15.27344,-0.8748,-1991
3130,15.27832,-0.709,-1657
3131,15.28320,-0.5038,-1334
3132,15.28809,-0.3755,-1172
3133,15.29297,-0.3838,-1253
3134,15.29785,-0.5404,-1588
3135,15.30274,-0.8033,-2039
3136,15.30762,-1.063,-2415
3137,15.31250,-1.219,-2589
3138,15.31738,-1.256,-2576
3139,15.32227,-1.215,-2440
3140,15.32715,-1.13,-2245
3141,15.33203,-1.03,-2058
3142,15.33692,-0.9352,-1898
3143,15.34180,-0.8491,-1765
3144,15.34668,-0.7786,-1665
3145,15.35156,-0.7374,-1619
3146,15.35645,-0.752,-1682
3147,15.36133,-0.8427,-1894
3148,15.36621,-1.003,-2198
3149,15.37110,-1.174,-2475
3150,15.37598,-1.274,-2601
3151,15.38086,-1.271,-2530
3152,15.38574,-1.176,-2288
3153,15.39063,-1.015,-1976
3154,15.39551,-0.8464,-1708
3155,15.40039,-0.7264,-1544
3156,15.40528,-0.6696,-1485
3157,15.41016,-0.6577,-1492
3158,15.41504,-0.6833,-1571
3159,15.41992,-0.7557,-1734
3160,15.42481,-0.8876,-1988
3161,15.42969,-1.069,-2300
3162,15.43457,-1.268,-2616
3163,15.43945,-1.426,-2824
3164,15.44434,-1.49,-2862
3165,15.44922,-1.466,-2748
3166,15.45410,-1.375,-2524
3167,15.45899,-1.253,-2285
3168,15.46387,-1.153,-2124
3169,15.46875,-1.106,-2066
3170,15.47363,-1.097,-2065
3171,15.47852,-1.099,-2081
3172,15.48340,-1.088,-2050
3173,15.48828,-1.041,-1956
3174,15.49317,-0.9435,-1785
3175,15.49805,-0.7877,-1553
3176,15.50293,-0.5707,-1241
3177,15.50781,-0.3023,-906.1
3178,15.51270,-0.00916,-493.9
3179,15.51758,0.251,168.7
3180,15.52246,0.4049,630.5
3181,15.52735,0.4287,586.2
3182,15.53223,0.3362,100.8
3183,15.53711,0.1594,-553.4
3184,15.54199,-0.01924,-930.5
3185,15.54688,-0.1108,-1040
3186,15.55176,-0.1154,-1010
3187,15.55664,-0.07694,-911.4
3188,15.56153,-0.04122,-841.2
3189,15.56641,-0.06229,-915.2
3190,15.57129,-0.1704,-1141
3191,15.57617,-0.3435,-1400
3192,15.58106,-0.5203,-1634
3193,15.58594,-0.6421,-1775
3194,15.59082,-0.6916,-1810
3195,15.59570,-0.6916,-1776
3196,15.60059,-0.6668,-1704
3197,15.60547,-0.6357,-1637
3198,15.61035,-0.6229,-1617
3199,15.61524,-0.6503,-1694
3200,15.62012,-0.7282,-1856
3201,15.62500,-0.8482,-2044
3202,15.62988,-0.9792,-2217
3203,15.63477,-1.063,-2305
3204,15.63965,-1.067,-2254
3205,15.64453,-0.9856,-2045
3206,15.64942,-0.829,-1745
3207,15.65430,-0.6494,-1459
3208,15.65918,-0.5093,-1272
3209,15.66406,-0.4287,-1172
3210,15.66895,-0.3746,-1114
3211,15.67383,-0.3023,-999.2
3212,15.67871,-0.1585,-803
3213,15.68360,0.05587,-416.8
3214,15.68848,0.2876,268.7
3215,15.69336,0.4635,835.1
3216,15.69824,0.5313,990
3217,15.70313,0.4992,732.8
3218,15.70801,0.3865,177.1
3219,15.71289,0.2253,-407.6
3220,15.71778,0.06137,-830.5
3221,15.72266,-0.08152,-1053
3222,15.72754,-0.1969,-1204
3223,15.73242,-0.2894,-1324
3224,15.73731,-0.3536,-1392
3225,15.74219,-0.381,-1413
3226,15.74707,-0.3746,-1371
3227,15.75195,-0.3417,-1291
3228,15.75684,-0.2986,-1198
3229,15.76172,-0.2528,-1114
3230,15.76660,-0.2052,-1029
3231,15.77149,-0.1356,-904.5
3232,15.77637,-0.03023,-727.4
3233,15.78125,0.09618,-426.7
3234,15.78613,0.2024,-119.1
3235,15.79102,0.2446,-26.72
3236,15.79590,0.2281,-145.8
3237,15.80078,0.1869,-336.6
3238,15.80567,0.1713,-369.4
3239,15.81055,0.2336,-67.93
3240,15.81543,0.3719,471.7
